category,company,description
Vehicles & Transportation,farmerautocare.com," 


Farmer Autocare operates from 20 centres in Edinburgh, Glasgow, Paisley, Central Scotland, Fife, and Perth.
Whether you need tyres in Edinburgh, tyres in Glasgow, or Central Scotland, we have the best tyre prices – all price match guaranteed. We supply and fit Value Tyres, our Classic Tyre with a Lifetime Tyre Guarantee, Yokohama Tyres, and all major tyre brands. All prices include fitting, manufacturers guarantee, environmental tyre disposal, new rubber valve, and electronic wheel balancing.
We also offer great value fixed price car service – either interim or full servicing. We use the exact oil specification and parts as specified by your car manufacturer. Our MOTs are cheaper than the DVSA recommended price. Other services include replacement of brakes, batteries, suspension, exhausts, and air conditioning recharge. All prices include Labour and VAT.
Book MOTs, fixed price car service, free brake check, and tyre fitting online at FarmerAutocare.com.
Farmer Autocare... Better by far for you and your car.
"
Vehicles & Transportation,www.ohme-ev.com,An intelligent way to charge ⚡🚘  Auto Express readers voted Ohme #1 for Customer Service for Home EV Chargers 🥇
Media & Publishing,mastervinyl.shop,"We are a small family run record retailer in the heart of Yorkshire. We pride ourselves in supplying the best vinyls from around the world from Miles Davis to dire Straits & more. We also Ship worldwide in professional mailers, And try  to ship on the same day as purchase.
 "
Media & Publishing,veed.io,"At VEED, our mission is to make video creation accessible to anyone. No hard-to-use equipment, painful learning curve, or keeping track of multiple subscriptions to take your ideas from record → share. With VEED, you can do this with a single tool."
Media & Publishing,routenote.com,"Founded in the quiet countryside of Cornwall in 2007, RouteNote has now spent more than a decade building an amazing platform for artists to easily get their music heard worldwide. RouteNote is a digital music distribution platform for independent artists and labels to get their music online, for free!"
Media & Publishing,mix-ease.com,"Mixease was born out of a passion for music and a desire to help independent artists shine. Run by artists and producers who understand the struggles of independent musicians, Mixease is built on the belief that every artist deserves a chance to be heard. After 5 years in the industry, we noticed a recurring challenge—many talented artists were overlooked simply because their tracks didn’t sound professional enough to compete in today’s music industry.

Determined to bridge this gap, we began mixing and mastering tracks for these artists, helping them achieve the professional, radio-ready sound they needed to stand out. What started as a personal mission quickly evolved into Mixease: a platform designed to make high-quality vocal mixing easy, affordable, and accessible for all artists. We want you to sound professional, no matter what your recording set up looks like."
Education & Training,digitalartsbox.org,"Our vision is a community that can express itself creatively through art, culture and technology.


Our mission is to provide fascinating experiences which inspire communities to embrace creativity and express themselves.


Fun, inspiring digital arts & technology workshops run for ages 8 and upwards, by industry experts."
Electronics & Technology,synthesia.io,"Synthesia is the world's #1 AI video communications platform. 🎥

It's like having your own video production studio but in a browser. You don’t need video editing skills, cameras, or microphones. You just need a story to tell. 

Thousands of companies use Synthesia to turn boring docs PowerPoints, or PDFs into engaging training, how-to or product marketing videos. 

Saving up to 80% of their time and budget."
Media & Publishing,www.digitalconverters.co.uk,"Digital Converters provides industry leading conversions of video tapes, cine film, photo slides and audio to DVD, MP4, memory stick and cloud. Safe, high quality transfers of your outdated media."
Media & Publishing,video125.com,"Video 125 is an independent video production and distribution company specialising in documentaries about trains and railways.

Our train Driver's eye views are popular with rail enthusiasts, history buffs, train drivers (believe it or not!), wannabe train drivers, and anybody with an interest in their local area. We also sell archive footage and feature length documentaries.

We have shot train videos across the UK & Ireland,  in Europe, Africa, and Asia.

Over 100 productions are available on DVD, Blu-ray, and video download from our website at www.video125.com"
Media & Publishing,rarewaves.com,"Rarewaves.com are one of the largest online retailers of entertainment and consumer products in the world with offices in the UK and USA. As well as through our website Rarewaves.com, we also sell through Amazon, Ebay, Onbuy, Rakuten and Fnac. 
Our offer spans 2 million products across Music CDs and Vinyl; Film and TV DVDs, Blu-rays and 4k Ultra HD; Console and PC Games, Books, Toys and Board Games, Collectibles, Clothing and Fancy Dress, Office Products and Stationary, Headphones, Speaker Docks, and wide array of Consumer Electronics and Gifts. 
We're proud recipients of the King’s Award for Enterprise: International Trade 2023. In 2021 we were included in The Sunday Times International Track 200, and named in Buzzacott’s Organic Growth 25 report as one of the UK’s fastest organically growing businesses. 
Founded in 2005, we have now sold millions of products to millions of happy customers around the world. In 2023 we shipped orders to customers across 203 different countries and independent territories! 
Visit Our Website
View Our OffersView Pre-Orders"
